Code,Country,Year,CO2_Emissions,GDP,Ag_perc_GDP,Agri_GDP,Population,Total_Land_sq_km,Ag_perc_land,Agri_Land_sq_km,Total_Crop_Yield_t_ha,Total_Pesticides,Quartile,Z-Score,Is-Outlier
BDI,Burundi,1994,190.0,5380421600.0,0.40732326999999996,2191570920.090632,5713858,25680.0,80.7242990654206,2073000.000000001,511.06299888999996,84.45,Q1,-0.6387076665582402,False
BDI,Burundi,1995,200.0,4887811600.0,0.42022694,2053990111.964504,6066321,25680.0,79.3224299065421,2037000.0000000012,514.07219449,144.2,Q1,-0.6353094930248064,False
BDI,Burundi,1996,210.0,4522661400.0,0.5338092,2414238263.80488,6070509,25680.0,77.6090342679128,1993000.0000000007,519.27749496,207.1,Q1,-0.6319113194913728,False
BDI,Burundi,1997,210.0,4435950000.0,0.42421864,1881812676.1079998,6070038,25680.0,76.01246105919,1951999.9999999993,516.5422912600001,117.56,Q1,-0.6319113194913728,False
BDI,Burundi,1998,220.0,4908592000.0,0.44538704,2186223261.44768,6187113,25680.0,74.493769470405,1913000.0000000005,515.09169307,107.29,Q1,-0.6285131459579391,False
BDI,Burundi,1999,230.0,4945976300.0,0.47635303,2356030796.813189,6337155,25680.0,73.481308411215,1887000.0000000012,509.15319842,150.24,Q1,-0.6251149724245054,False
BDI,Burundi,2000,260.0,4770337300.0,0.4410704,2104054581.04592,6470196,25680.0,72.702492211838,1867000.0,495.99369836,109.87,Q1,-0.6149204518242043,False
BDI,Burundi,2001,200.0,4843907600.0,0.43843142999999996,2123721335.8558679,6634368,25680.0,72.0794392523365,1851000.0000000014,507.62769291999996,72.56,Q1,-0.6353094930248064,False
BDI,Burundi,2002,209.999993443489,5082718000.0,0.4333361,2202525195.5198,6824140,25680.0,71.417445482866,1833999.9999999988,504.34679562,98.1,Q1,-0.631911321719389,False
BDI,Burundi,2003,159.999996423721,5344242000.0,0.4284128,2289541679.0976,7043158,25680.0,71.3785046728972,1833000.0,501.70929710999997,263.7,Q1,-0.648902188373823,False
BDI,Burundi,2004,150.000005960464,5627235000.0,0.41902603,2357957941.92705,7310656,25680.0,71.9626168224299,1847999.9999999998,498.88529646999996,508.26,Q1,-0.6523003586665059,False
BDI,Burundi,2005,150.000005960464,5554295300.0,0.4084812,2268825209.29836,7587304,25680.0,70.8333333333333,1818999.999999999,490.89319527,304.83,Q1,-0.6523003586665059,False
BDI,Burundi,2006,180.000007152557,5775267000.0,0.40637684,2346934753.61628,7865546,25680.0,70.9501557632399,1822000.0000000007,488.9075936699999,190.51,Q1,-0.642105837661111,False
BDI,Burundi,2007,180.000007152557,5881253000.0,0.34934174,2054567156.4002202,8161879,25680.0,71.0669781931464,1824999.9999999995,492.32920026999994,412.66,Q1,-0.642105837661111,False
BDI,Burundi,2008,180.000007152557,6209569300.0,0.3800482,2359935635.24026,8505644,25680.0,71.183800623053,1828000.0000000012,489.9708916,456.44,Q1,-0.642105837661111,False
BDI,Burundi,2009,180.000007152557,6265482000.0,0.36721362999999996,2300770388.9196596,8947653,25680.0,71.3006230529595,1830999.9999999998,503.83499806,177.75,Q1,-0.642105837661111,False
BDI,Burundi,2010,300.000011920929,6650672000.0,0.38430546,2555889562.2691197,9376447,25680.0,71.3785046728972,1833000.0,502.78599364999997,264.53,Q1,-0.601327753639531,False
BDI,Burundi,2011,360.000014305115,7267036000.0,0.36704575,2667334678.897,9717980,25680.0,71.690031152648,1841000.0000000007,593.8733974300001,75.64,Q1,-0.5809387116287409,False
BDI,Burundi,2012,370.000004768372,7544012300.0,0.35420032999999995,2672091646.1840587,10071034,25680.0,72.4299065420561,1860000.0000000007,534.2417920299999,98.59,Q1,-0.5775405413360579,False
BDI,Burundi,2013,389.999985694885,8313940500.0,0.383674,3189842807.3970003,10439345,25680.0,73.481308411215,1887000.0000000012,556.2014911599999,956.06,Q1,-0.5707442007506924,False
BDI,Burundi,2014,379.999995231628,8707798000.0,0.3495819,3044088569.6562,10799790,25680.0,74.5327102803738,1913999.9999999993,534.38199874,74.49,Q1,-0.5741423710433754,False
BDI,Burundi,2015,400.000005960464,8671002000.0,0.30684698,2660670777.27396,11047580,25680.0,75.5841121495327,1940999.9999999998,536.7974945899999,72.74,Q1,-0.5673460203306633,False
BDI,Burundi,2016,439.999997615814,9021906000.0,0.31544336,2845900342.24416,11239458,25680.0,76.6355140186916,1968000.0000000002,557.50319243,50.26,Q1,-0.5537533290325855,False
BDI,Burundi,2017,529.999971389771,8945593000.0,0.28546646,2553666766.3107796,11506765,25680.0,77.6869158878505,1995000.000000001,551.1240937299999,50.26,Q1,-0.5231697761437466,False
BDI,Burundi,2018,689.999997615814,9026536000.0,0.290119,2618769597.784,11859444,25680.0,78.7383177570093,2021999.9999999988,528.8463919699999,50.26,Q1,-0.46879899069674286,False
BDI,Burundi,2019,720.000028610229,9109688000.0,0.28844390000000003,2627633934.5032,12255339,25680.0,79.7897196261682,2048999.9999999995,553.7335996799999,50.26,Q1,-0.45860445956400164,False
CAF,Central African Republic,2009,170.000001788139,4706124000.0,0.3833387,1804039456.1987998,4529051,622980.0,7.92320780763427,4935999.999999998,128.83869918699997,52.46,Q1,-0.645504013017467,False
CAF,Central African Republic,2010,170.000001788139,4916849700.0,0.37363579999999996,1837111071.1392598,4493001,622980.0,7.87665735657646,4907000.000000003,127.957698338,48.14,Q1,-0.645504013017467,False
CAF,Central African Republic,2011,189.999997615814,5002908700.0,0.37569023,1879543920.1720011,4565022,622980.0,7.8252913416161,4874999.999999998,129.66519805,48.69,Q1,-0.638707667368428,False
CAF,Central African Republic,2012,200.000002980232,5549804500.0,0.36814167,2043114296.803515,4610848,622980.0,7.83331728145366,4880000.000000001,134.478798257,36.67,Q1,-0.6353094920120719,False
CAF,Central African Republic,2013,119.999997317791,3658049500.0,0.32258907000000003,1180046786.218965,4642424,622980.0,7.84294840925872,4885999.999999997,129.502797577,27.87,Q1,-0.6624948822037373,False
CAF,Central African Republic,2014,129.999995231628,3516555000.0,0.33985622,1195123089.7221,4623188,622980.0,7.87665735657646,4907000.000000003,131.1992983,20.97,Q1,-0.6590967093792179,False
CAF,Central African Republic,2015,189.999997615814,3920756200.0,0.31527382,1236111784.462684,4629323,622980.0,7.87665735657646,4907000.000000003,133.001997378,24.4,Q1,-0.638707667368428,False
CAF,Central African Republic,2016,209.999993443489,4131601700.0,0.31918990999999997,1318765574.7788467,4713663,622980.0,7.87665735657646,4907000.000000003,133.987695068,41.08,Q1,-0.631911321719389,False
CAF,Central African Republic,2017,219.999998807907,4265272600.0,0.32790173,1398590264.461598,4793511,622980.0,7.87665735657646,4907000.000000003,134.05129707,44.74,Q1,-0.6285131463630329,False
CAF,Central African Republic,2018,230.000004172325,4441046000.0,0.31241331,1387441880.72226,4878664,622980.0,7.87986773251148,4909000.000000002,134.870697098,55.1,Q1,-0.625114971006677,False
CAF,Central African Republic,2019,239.999994635582,4642449000.0,0.28341833,1315755142.69017,4944707,622980.0,7.87986773251148,4909000.000000002,133.14939680999998,43.57,Q1,-0.621716800713994,False
TCD,Chad,1990,390.0,7134377000.0,0.27888647,1989681217.17919,5982839,1259200.0,38.3576874205845,48300000.0,274.36499881,60.28,Q1,-0.5707441958895662,False
TCD,Chad,1991,400.0,7443511300.0,0.35507829999999996,2643029338.4347897,6205686,1259200.0,38.3973951715375,48350000.000000015,264.58869895000004,60.28,Q1,-0.5673460223561324,False
TCD,Chad,1992,410.0,7517520000.0,0.34324370000000004,2580341379.624,6474652,1259200.0,38.4132782719187,48370000.00000002,268.54589783,60.28,Q1,-0.5639478488226988,False
TCD,Chad,1993,410.0,7405119000.0,0.31371973000000003,2323131933.29787,6629147,1259200.0,38.4371029224905,48400000.000000045,293.76068887,60.28,Q1,-0.5639478488226988,False
TCD,Chad,1994,430.0,7726629400.0,0.37218292,2875719491.849848,6783455,1259200.0,38.4529860228717,48420000.000000045,286.3657979,60.28,Q1,-0.5571515017558313,False
TCD,Chad,1995,440.0,8137912300.0,0.35058746,2853050002.9597583,7089064,1259200.0,38.4768106734435,48450000.00000006,286.42789675999995,57.86,Q1,-0.5537533282223976,False
TCD,Chad,1996,450.0,7750992400.0,0.37547974000000006,2910340611.0939765,7410108,1259200.0,38.4609275730623,48430000.000000045,303.60199841,55.44,Q1,-0.5503551546889639,False
TCD,Chad,1997,470.0,8607867000.0,0.38344677,3300658797.73959,7670372,1259200.0,38.6197585768742,48629999.99999999,271.04379881,53.02,Q1,-0.5435588076220965,False
TCD,Chad,1998,470.0,8646424000.0,0.39004913,3372530158.81112,7938842,1259200.0,38.6197585768742,48629999.99999999,268.76559871,53.02,Q1,-0.5435588076220965,False
TCD,Chad,1999,490.0,8846848000.0,0.38068798000000004,3367888694.4870405,8222711,1259200.0,38.6197585768742,48629999.99999999,266.46339802,53.02,Q1,-0.5367624605552291,False
TCD,Chad,2000,290.0,8616910000.0,0.4070514,3507525279.1740003,8512092,1259200.0,38.6197585768742,48629999.99999999,302.44269737,53.02,Q1,-0.6047259312239032,False
TCD,Chad,2001,340.0,9408649000.0,0.4029544,3791256512.6056,8804121,1259200.0,38.6991740787802,48730000.00000003,324.98409811,53.02,Q1,-0.5877350635567347,False
TCD,Chad,2002,400.000005960464,7055740000.0,0.37902929999999996,2674332193.1819997,9116194,1259200.0,38.6991740787802,48730000.00000003,327.56249904000003,53.02,Q1,-0.5673460203306633,False
TCD,Chad,2003,449.999988079071,8294182400.0,0.2563394,2126125739.90656,9487830,1259200.0,38.7785895806862,48830000.00000007,331.87668549,53.02,Q1,-0.5503551587399025,False
TCD,Chad,2004,449.999988079071,12465788000.0,0.29774261,3711596254.82668,9920036,1259200.0,38.7785895806862,48830000.00000007,315.48669944999995,53.02,Q1,-0.5503551587399025,False
TCD,Chad,2005,479.999989271164,15761308000.0,0.23780948999999998,3748188617.2129197,10328095,1259200.0,38.8580050825921,48929999.99999997,325.87149658999994,53.04,Q1,-0.5401606377345075,False
TCD,Chad,2006,509.999990463257,17133209000.0,0.26696135000000004,4573904604.472151,10706425,1259200.0,38.8580050825921,48929999.99999997,307.02579728999996,53.06,Q1,-0.5299661167291124,False
TCD,Chad,2007,500.0,19064846000.0,0.2653735,5059304909.981,11081667,1259200.0,38.8587992376112,48931000.00000002,311.70889781,53.08,Q1,-0.5333642870217954,False
TCD,Chad,2008,540.000021457672,20462340000.0,0.24857288,5086382785.3392,11476300,1259200.0,38.8587992376112,48931000.00000002,308.0661987,53.1,Q1,-0.5197715855963713,False
TCD,Chad,2009,790.000021457672,19236276000.0,0.26998707,5193545794.95132,11893752,1259200.0,38.9413913595934,49035000.000000015,303.12299877,53.12,Q1,-0.43481724726052867,False
TCD,Chad,2010,1240.00000953674,25525367000.0,0.2771343,7073954715.7881,12312582,1259200.0,39.1002223634053,49234999.999999955,306.37409815999996,53.14,Q1,-0.2818994423069517,False
TCD,Chad,2011,1100.00002384186,24978403000.0,0.22808334,5697157584.10602,12755003,1259200.0,39.1796378653113,49334999.999999985,316.2242866,52.25,Q1,-0.3294738669138955,False
TCD,Chad,2012,1860.00001430511,27034126000.0,0.24580774000000002,6645197414.935241,13211007,1259200.0,39.4575921219822,49684999.99999999,320.74939741000003,50.45,Q1,-0.07121268161368724,False
TCD,Chad,2013,2190.00005722046,23853930000.0,0.22915571,5466264265.4403,13691081,1259200.0,39.7363405336722,50036000.00000003,309.69519887000007,47.74,Q1,0.04092705957300558,False
TCD,Chad,2014,2259.99999046326,24747950000.0,0.25467781,6302753707.9895,14188681,1259200.0,39.8951715374841,50235999.999999985,316.88529762,45.02,Q1,0.06471425162178653,False
TCD,Chad,2015,2390.00010490417,27412769000.0,0.30463005,8350753191.10845,14647625,1259200.0,39.8959656925032,50237000.00000002,309.72639611,43.22,Q1,0.10889054644543174,False
TCD,Chad,2016,2210.00003814697,24482464000.0,0.26970856,6603130110.691839,15114649,1259200.0,39.9761753494282,50337999.99999999,318.10419322,42.31,Q1,0.04772340015837011,False
TCD,Chad,2017,2150.00009536743,23715150000.0,0.32812220000000003,7781467191.330001,15622758,1259200.0,39.9761753494282,50337999.99999999,313.77459707,42.31,Q1,0.02733437840227313,False
TCD,Chad,2018,2190.00005722046,25087836000.0,0.27996994000000003,7023839939.64984,16156535,1259200.0,39.9761753494282,50337999.99999999,314.522278528,42.31,Q1,0.04092705957300558,False
TCD,Chad,2019,2250.0,25755519000.0,0.24135393,6216195729.83967,16685223,1259200.0,39.9761753494282,50337999.99999999,316.17259799,42.31,Q1,0.06131608132910256,False
COM,Comoros,1990,70.0,1669535000.0,0.29375908,490441065.6278,444602,1861.0,61.257388500806,113999.99999999997,89.71579856,13.73,Q1,-0.6794857489594446,False
COM,Comoros,1991,70.0,1597742100.0,0.29376562,469361698.606602,455564,1861.0,61.794734013971,115000.00000000003,90.10129903,13.73,Q1,-0.6794857489594446,False
COM,Comoros,1992,70.0,1691998100.0,0.2937654,497050498.64574003,465119,1861.0,61.794734013971,115000.00000000003,91.2121984,13.73,Q1,-0.6794857489594446,False
COM,Comoros,1993,70.0,1640513200.0,0.29375849,481914680.45706797,473682,1861.0,63.4067705534659,118000.00000000003,91.79099843,13.73,Q1,-0.6794857489594446,False
COM,Comoros,1994,70.0,1499798500.0,0.29376270000000004,440584856.81595004,482148,1861.0,64.4814615797958,120000.0,92.32129945,13.73,Q1,-0.6794857489594446,False
COM,Comoros,1995,80.0,1775008800.0,0.2937647,521434927.62935996,490594,1861.0,65.5561526061257,121999.99999999994,91.97729833999999,17.72,Q1,-0.676087575426011,False
COM,Comoros,1996,80.0,1724683600.0,0.2937611,506644951.48796,499113,1861.0,66.6308436324557,124000.00000000004,91.90789921000001,19.62,Q1,-0.676087575426011,False
COM,Comoros,1997,80.0,1784790500.0,0.29376,524300057.28000003,507779,1861.0,67.7055346587856,125999.99999999999,91.08359817,19.44,Q1,-0.676087575426011,False
COM,Comoros,1998,90.0,1635739000.0,0.29375843,480512120.52977,516606,1861.0,67.7055346587856,125999.99999999999,91.71559785,15.09,Q1,-0.6726894018925772,False
COM,Comoros,1999,100.0,1648262000.0,0.29376358,484199345.89796007,525891,1861.0,68.2428801719506,127000.00000000007,92.94549874,12.66,Q1,-0.6692912283591435,False
COM,Comoros,2000,100.0,1600542800.0,0.2937632,470180574.66496,536084,1861.0,68.7802256851155,127999.99999999994,94.00769919,11.79,Q1,-0.6692912283591435,False
COM,Comoros,2001,110.0,1777748500.0,0.29376287,522236501.498195,547221,1861.0,69.8549167114455,130000.00000000007,92.9556984,11.1,Q1,-0.6658930548257098,False
COM,Comoros,2002,109.999999403954,1818948100.0,0.29376013,534334430.319253,558928,1861.0,70.3922622246104,130999.99999999997,88.37939892,8.37,Q1,-0.6658930550282566,False
COM,Comoros,2003,140.000000596046,1806039800.0,0.29376127,530544545.31854606,569808,1861.0,70.9296077377754,132000.00000000003,88.16079773000001,5.49,Q1,-0.6556985340228619,False
COM,Comoros,2004,150.000005960464,1787826000.0,0.2937602,525192123.3252,580711,1861.0,71.4669532509404,133000.0000000001,92.52869801,2.61,Q1,-0.6523003586665059,False
COM,Comoros,2005,150.000005960464,2029998600.0,0.29376273999999997,596337950.932164,592677,1861.0,71.4669532509404,133000.0000000001,93.12069771,2.38,Q1,-0.6523003586665059,False
COM,Comoros,2006,170.000001788139,2009585900.0,0.2937634,590342786.57606,604752,1861.0,71.4669532509404,133000.0000000001,93.62179808,4.94,Q1,-0.645504013017467,False
COM,Comoros,2007,109.999999403954,1621234800.0,0.28956645999999997,469455221.86480796,616933,1861.0,71.4669532509404,133000.0000000001,93.88679861000001,8.25,Q1,-0.6658930550282566,False
COM,Comoros,2008,109.999999403954,1751182300.0,0.29138914,510275504.38022196,629314,1861.0,71.4669532509404,133000.0000000001,95.43309848000001,14.96,Q1,-0.6658930550282566,False
COM,Comoros,2009,140.000000596046,1771619600.0,0.30033007,532070638.481372,641947,1861.0,71.4669532509404,133000.0000000001,96.10499648999999,19.69,Q1,-0.6556985340228619,False
COM,Comoros,2010,170.000001788139,1726396300.0,0.3041606,525101734.44578,654845,1861.0,71.4669532509404,133000.0000000001,96.06709812,25.39,Q1,-0.645504013017467,False
COM,Comoros,2011,150.000005960464,1929974900.0,0.3056422,589881774.38078,668064,1861.0,71.4669532509404,133000.0000000001,96.02759861,25.37,Q1,-0.6523003586665059,False
COM,Comoros,2012,159.999996423721,2143793700.0,0.30172964,646846101.335268,681637,1861.0,71.4669532509404,133000.0000000001,96.31329745,20.41,Q1,-0.648902188373823,False
COM,Comoros,2013,189.999997615814,2213460500.0,0.30789862,681521433.37451,696202,1861.0,71.4669532509404,133000.0000000001,96.55469838999998,16.16,Q1,-0.638707667368428,False
COM,Comoros,2014,170.000001788139,2282392600.0,0.3001145,684979113.9527,711511,1861.0,71.4669532509404,133000.0000000001,108.51239809,11.94,Q1,-0.645504013017467,False
COM,Comoros,2015,189.999997615814,2323472400.0,0.30598629,710950699.593396,726685,1861.0,71.4669532509404,133000.0000000001,109.21339689999999,17.35,Q1,-0.638707667368428,False
COM,Comoros,2016,219.999998807907,2458772000.0,0.31368471,771279181.77612,741745,1861.0,71.4669532509404,133000.0000000001,109.26439776000001,18.17,Q1,-0.6285131463630329,False
COM,Comoros,2017,280.000001192093,2552902700.0,0.31898888,814347573.021976,756672,1861.0,71.4669532509404,133000.0000000001,109.32199772000001,20.94,Q1,-0.608124104352243,False
COM,Comoros,2018,300.000011920929,2648432000.0,0.33720154,893055348.98528,771596,1861.0,71.4669532509404,133000.0000000001,109.934598,21.37,Q1,-0.601327753639531,False
COM,Comoros,2019,319.999992847443,2730402600.0,0.356201,972572136.5225999,786583,1861.0,71.4669532509404,133000.0000000001,109.99609816,28.2,Q1,-0.594531413054165,False
CYP,Cyprus,1990,4590.0,13056860000.0,0.068591766,895593085.81476,788354,9240.0,17.3809523809524,160600.00000000017,913.58798794,2184.51,Q1,0.8564886881525889,False
CYP,Cyprus,1991,5110.0,12795438000.0,0.061913486000000004,792210171.476868,798950,9240.0,17.2294372294372,159199.9999999997,883.54288598,1970.71,Q1,1.0331937118911416,False
CYP,Cyprus,1992,5480.0,13630356000.0,0.057236776,780157633.172256,810343,9240.0,17.2727272727273,159600.00000000023,907.51777449,1695.53,Q1,1.1589261326281886,False
CYP,Cyprus,1993,5740.0,13552400000.0,0.05612726999999999,760659213.948,826042,9240.0,17.1753246753247,158700.00000000023,941.93318828,2044.07,Q1,1.2472786444974648,False
CYP,Cyprus,1994,5980.0,14301059000.0,0.05067522,724709311.05798,844669,9240.0,15.5194805194805,143399.99999999983,931.018884914,2518.2,Q1,1.3288348092998736,False
CYP,Cyprus,1995,5850.0,15180447000.0,0.04776115,725035606.23405,862698,9240.0,15.487012987013,143100.00000000012,1040.75919042,2030.77,Q1,1.2846585533652355,False
CYP,Cyprus,1996,6210.0,15054579000.0,0.0457822,689231746.6938,880296,9240.0,15.4978354978355,143200.0,992.6203864900001,2417.19,Q1,1.4069928005688488,False
CYP,Cyprus,1997,6300.0,15594025000.0,0.039203496000000004,611340296.7114,897576,9240.0,15.3896103896104,142200.0000000001,1014.26177822,2224.09,Q1,1.4375763623697522,False
CYP,Cyprus,1998,6610.0,15481437000.0,0.04334543,671049543.78291,914552,9240.0,15.6060606060606,144199.99999999994,1114.08028205,1731.13,Q1,1.5429197419061969,False
CYP,Cyprus,1999,6870.0,16683531000.0,0.03898943,650481364.07733,931236,9240.0,15.6060606060606,144199.99999999994,1158.98907731,1238.18,Q1,1.6312722537754731,False
CYP,Cyprus,2000,7130.0,19120970000.0,0.036472647,697392389.10759,947667,9240.0,15.3138528138528,141499.99999999985,1031.988888235,745.22,Q1,1.7196247656447494,False
CYP,Cyprus,2001,6990.0,19664860000.0,0.038607972,759220364.26392,964129,9240.0,15.1515151515152,140000.00000000044,1059.84857867,864.51,Q1,1.6720503361766776,False
CYP,Cyprus,2002,7170.00007629395,19092965000.0,0.037882597,723291098.6301049,981443,9240.0,15.1515151515152,140000.00000000044,1094.57388596,1060.57,Q1,1.7332174857044924,False
CYP,Cyprus,2003,7829.99992370605,18078226000.0,0.033529105000000003,606146737.7677301,999602,9240.0,16.6666666666667,154000.00000000032,1080.7717861249998,796.43,Q1,1.9574968870591005,False
CYP,Cyprus,2004,7780.00020980835,18465538000.0,0.030833168,569351035.364384,1017877,9240.0,16.8831168831169,156000.00000000017,1095.72567611,717.3,Q1,1.9405061166144582,False
CYP,Cyprus,2005,7900.00009536743,21364994000.0,0.02738528,585086342.8883201,1036156,9240.0,18.0735930735931,167000.00000000023,1133.471587998,678.16,Q1,1.9812841601266522,False
CYP,Cyprus,2006,8000.0,22115473000.0,0.022759724000000002,503342061.60945207,1054425,9240.0,16.991341991342,157000.0000000001,1104.82468191,861.02,Q1,2.0152658630534814,False
CYP,Cyprus,2007,8310.0004196167,23687322000.0,0.020235411999999998,479322719.84666395,1072726,9240.0,15.9307359307359,147199.9999999997,1153.5665845400001,534.89,Q1,2.1206093851829624,False
CYP,Cyprus,2008,8489.99977111816,25492713000.0,0.020933135,533642402.74525493,1091028,9240.0,12.5108225108225,115599.9999999999,1197.741681764,477.75,Q1,2.181776288413712,False
CYP,Cyprus,2009,8279.99973297119,25696647000.0,0.019888203,511060131.955341,1109377,9240.0,13.8095238095238,127599.99999999991,1271.9434908,728.61,Q1,2.1104146312486014,False
CYP,Cyprus,2010,7900.00009536743,26422624000.0,0.020630784000000003,545119448.457216,1127825,9240.0,12.3917748917749,114500.00000000009,1546.326373384,632.48,Q1,1.9812841601266522,False
CYP,Cyprus,2011,7630.00011444092,26344575000.0,0.021512816,566745994.5732,1146492,9240.0,12.5865800865801,116300.00000000012,1516.37787704,1324.62,Q1,1.889533481205445,False
CYP,Cyprus,2012,7099.99990463257,27058043000.0,0.020068950000000002,543026512.0648501,1165402,9240.0,12.6515151515152,116900.00000000045,1382.553178695,1266.21,Q1,1.7094302126369407,False
CYP,Cyprus,2013,6429.99982833862,24262265000.0,0.020414708,495307055.39362,1183899,9240.0,11.7781385281385,108829.99999999974,1287.30368514,1243.1,Q1,1.4817525599708745,False
CYP,Cyprus,2014,6809.99994277954,22666705000.0,0.018504534,419436813.34047,1201807,9240.0,11.7943722943723,108980.00000000006,1291.7524792899999,1203.71,Q1,1.6108831931303658,False
CYP,Cyprus,2015,6849.99990463257,23929623000.0,0.018742718000000002,448506175.7353141,1219504,9240.0,13.7099567099567,126679.9999999999,1271.00798876,1056.74,Q1,1.624475874301098,False
CYP,Cyprus,2016,7219.99979019165,26193916000.0,0.021533291,564041215.6575559,1237116,9240.0,11.8387445887446,109390.0000000001,1121.75259031,1142.13,Q1,1.7502082561491348,False
CYP,Cyprus,2017,7360.0001335144,26715974000.0,0.018581681000000003,496427706.4722941,1254273,9240.0,13.1406926406926,121419.99999999964,1134.8165737240001,1163.2,Q1,1.7977828022842346,False
CYP,Cyprus,2018,7199.99980926514,26906847000.0,0.017335398,466440901.67010593,1270743,9240.0,14.3340800865801,132446.9000000001,910.7451800900001,1187.4,Q1,1.7434119155637702,False
CYP,Cyprus,2019,7190.00005722046,28053969000.0,0.017652365,495218900.486685,1286669,9240.0,13.5636796536797,125328.40000000042,903.10819199,1233.5,Q1,1.7400138262898568,False
DJI,Djibouti,2013,560.000002384186,3717723100.0,0.011948718,44422024.9239858,984832,23180.0,73.4598792062122,1702799.9999999986,260.5742951,18.41,Q1,-0.5129752450110054,False
DJI,Djibouti,2014,400.000005960464,3983372500.0,0.012274039,48892069.4165275,1002720,23180.0,73.4598792062122,1702799.9999999986,264.6750972,18.41,Q1,-0.5673460203306633,False
DJI,Djibouti,2015,460.00000834465,4342934500.0,0.010590075000000001,45992002.0750875,1020315,23180.0,73.4598792062122,1702799.9999999986,263.911194,18.41,Q1,-0.5469569783198733,False
DJI,Djibouti,2016,419.999986886978,4320927000.0,0.009955877,43018617.737979,1037660,23180.0,73.4598792062122,1702799.9999999986,266.43409656,18.41,Q1,-0.5605496797452975,False
DJI,Djibouti,2017,419.999986886978,4091946500.0,0.01294241,52959649.301065,1054842,23180.0,73.4598792062122,1702799.9999999986,271.33099519999996,18.41,Q1,-0.5605496797452975,False
DJI,Djibouti,2018,400.000005960464,5741158000.0,0.014167099999999998,81335559.50179999,1071886,23180.0,73.4598792062122,1702799.9999999986,273.093393,18.41,Q1,-0.5673460203306633,False
DJI,Djibouti,2019,419.999986886978,5970282000.0,0.015193512,90709551.210384,1088708,23180.0,73.4641932700604,1702900.0000000002,274.4985944,18.41,Q1,-0.5605496797452975,False
SWZ,Eswatini,1990,560.0,5559539700.0,0.08871487,493213841.74533904,872436,17200.0,71.9767441860465,1237999.9999999998,390.57717736,741.56,Q1,-0.5129752458211931,False
SWZ,Eswatini,1991,560.0,5873024000.0,0.09831932,577431726.02368,908193,17200.0,71.3372093023256,1227000.0000000005,356.36029826,741.56,Q1,-0.5129752458211931,False
SWZ,Eswatini,1992,580.0,6318156300.0,0.07719655,487739868.720765,943424,17200.0,71.1046511627907,1223000.0,346.26109762,741.56,Q1,-0.5061788987543258,False
SWZ,Eswatini,1993,590.0,6992241000.0,0.088700075,620212301.118075,971326,17200.0,71.046511627907,1222000.0000000002,332.75779461,741.56,Q1,-0.5027807252208921,False
SWZ,Eswatini,1994,610.0,6877391000.0,0.114210825,785472499.957575,971220,17200.0,71.046511627907,1222000.0000000002,325.98609716000004,741.56,Q1,-0.4959843781540247,False
SWZ,Eswatini,1995,630.0,8033868300.0,0.1007948,809772148.52484,970436,17200.0,71.046511627907,1222000.0000000002,311.99799769000003,741.56,Q1,-0.48918803108715725,False
SWZ,Eswatini,1996,460.0,8979865000.0,0.11984188,1076163903.7462,989847,17200.0,71.046511627907,1222000.0000000002,338.48869492,741.56,Q1,-0.5469569811555303,False
SWZ,Eswatini,1997,590.0,8496484400.0,0.10870542,923613905.225448,1006648,17200.0,71.1046511627907,1223000.0,377.45668390000003,692.74,Q1,-0.5027807252208921,False
SWZ,Eswatini,1998,620.0,8295636000.0,0.11024364,914541108.75504,1019657,17200.0,71.1046511627907,1223000.0,383.17529725,680.59,Q1,-0.492586204620591,False
SWZ,Eswatini,1999,680.0,8107319300.0,0.11118772,901434348.278996,1030785,17200.0,71.1046511627907,1223000.0,399.54459875500004,566.75,Q1,-0.47219716341998874,False
SWZ,Eswatini,2000,690.0,8742325000.0,0.12315976,1076702648.842,1041428,17200.0,71.1046511627907,1223000.0,379.06189702,551.51,Q1,-0.46879898988655505,False
SWZ,Eswatini,2001,610.0,8503446500.0,0.12099220000000001,1028850699.6173,1051066,17200.0,71.1627906976744,1223999.9999999995,359.79129803,452.66,Q1,-0.4959843781540247,False
SWZ,Eswatini,2002,620.000004768372,7798150700.0,0.12502543,974967144.4723009,1059456,17200.0,71.1627906976744,1223999.9999999995,376.80389681500003,757.61,Q1,-0.4925862030002154,False
SWZ,Eswatini,2003,629.999995231628,7885311500.0,0.12385263,976616567.644245,1066706,17200.0,71.1627906976744,1223999.9999999995,368.05459493000006,962.57,Q1,-0.4891880327075328,False
SWZ,Eswatini,2004,629.999995231628,7938154000.0,0.09659472,766783762.94688,1073168,17200.0,71.1627906976744,1223999.9999999995,368.99209467000003,1262.13,Q1,-0.4891880327075328,False
SWZ,Eswatini,2005,660.000026226044,9174227000.0,0.10971757,1006573893.06839,1079021,17200.0,71.1627906976744,1223999.9999999995,372.95809629,1091.99,Q1,-0.47899350157479126,False
SWZ,Eswatini,2006,649.999976158142,8705234000.0,0.11184216,973612173.86544,1084443,17200.0,71.1046511627907,1223000.0,357.30359844,847.8,Q1,-0.4823916921221669,False
SWZ,Eswatini,2007,660.000026226044,9081889000.0,0.10754175,976682236.3657501,1090712,17200.0,71.1046511627907,1223000.0,352.72579727000004,438.25,Q1,-0.47899350157479126,False
